,Description,Quantity,Revenue
1516,"FLOWER GLASS GARLAND NECKL.36""BLUE",16,127.2
1517,"FLOWER GLASS GARLAND NECKL.36""GREEN",13,103.35000000000001
1518,"FLOWER GLASS GARLD NECKL36""AMETHYST",11,87.45
1519,"FLOWER GLASS GARLD NECKL36""TURQUOIS",9,71.55000000000001
1520,FLOWER PENCIL/RUBBER+5 MINI PENCILS,493,207.06
1521,FLOWER PURPLE CLOCK W/SUCKER,12,10.2
1522,FLOWER VINE RAFFIA FOOD COVER,690,2472.3
1523,FLOWER WINDMILL,219,255.51000000000002
1524,FLOWERS  STICKERS,909,611.61
1525,FLOWERS AND BIRDS WALL PLAQUE,2,15.9
1526,FLOWERS TILE COASTER,114,142.5
1527,FLOWERS TILE HOOK,432,131.52
1528,FLOWERS WALL THERMOMETER,75,130.04999999999998
1529,FLUTED ANTIQUE CANDLE HOLDER,759,635.79
1530,FLYING PIG WATERING CAN,264,685.2
1531,FLYING SAUCER TABLE LIGHT IN WHITE,191,563.45
1532,FOLDING CAMPING SCISSOR W/KNIF & S,14,1.68
1533,FOLDING SHIRT TIDY,1,4.65
1534,FOLDING SHOE TIDY,45,123.15
1535,FOLDING UMBRELLA  CHOC/WHITE  SPOT,524,2023.8
1536,FOLDING UMBRELLA  CREAM/MULTI  SPOT,372,1193.4
1537,FOLDING UMBRELLA  PINK/WHITE  SPOT,578,1493.1
1538,FOLDING UMBRELLA  WHITE/RED  SPOT,259,922.0500000000001
1539,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",772,3035.4
1540,"FOLDING UMBRELLA , RED/WHITE SPOT",902,2808.9
1541,FOLDING UMBRELLA BLACKBLUE POLKADOT,65,321.75
1542,FOLDING UMBRELLA CHOCOLATE POLKADOT,33,163.35
1543,FOLDING UMBRELLA CREAM POLKADOT,42,207.9
1544,FOLDING UMBRELLA PINKWHITE POLKADOT,35,173.25
1545,FOLDING UMBRELLA RED/WHITE POLKADOT,86,425.7
1546,FOLDING UMBRELLA WHITE/RED POLKADOT,16,79.2
1547,"FOLK ART GREETING CARD,pack/12",49,144.55
1548,FOLK ART METAL HEART T-LIGHT HOLDER,580,220.40000000000003
1549,FOLK ART METAL STAR T-LIGHT HOLDER,429,168.66000000000003
1550,FOLK FELT HANGING MULTICOL GARLAND,956,1141.8
1551,FOLKART BAUBLE CHRISTMAS DECORATION,1339,671.51
1552,FOLKART CHRISTMAS TREE T-LIGHT HOLD,217,82.46000000000001
1553,FOLKART CLIP ON STARS,384,241.92000000000002
1554,FOLKART CROWN TABLE DECORATIONS,452,380.03999999999996
1555,FOLKART HEART CHRISTMAS DECORATIONS,1,1.25
1556,FOLKART HEART NAPKIN RINGS,197,540.35
1557,FOLKART STAR CHRISTMAS DECORATIONS,344,430.0
1558,FOLKART ZINC CLIP ON ANGEL WINGS,104,39.52
1559,FOLKART ZINC HEART CHRISTMAS DEC,8042,6161.78
1560,FOLKART ZINC STAR CHRISTMAS DEC,1102,936.6999999999999
1561,FOOD CONTAINER SET 3 LOVE HEART ,3142,5606.4
1562,FOOD/DRINK SPONGE STICKERS,946,198.66
1563,FOOD/DRINK SPUNGE STICKERS,759,158.19
1564,FORKED CACTUS CANDLE,225,454.95000000000005
1565,FOUR HOOK  WHITE LOVEBIRDS,2359,4646.04
1566,FOUR PICTURE WHITE GLASS FRAME,23,86.25
1567,FOUR RABBIT EASTER DECORATIONS,998,191.5
1568,FRAPPUCINO SCARF KNITTING KIT,231,395.85
1569,FREESTYLE CANVAS ART PICTURE,93,176.84999999999997
1570,FRENCH BATHROOM SIGN BLUE METAL,1357,2181.45
1571,FRENCH BLUE METAL DOOR SIGN 0,26,32.5
1572,FRENCH BLUE METAL DOOR SIGN 1,92,115.0
1573,FRENCH BLUE METAL DOOR SIGN 2,68,85.0
1574,FRENCH BLUE METAL DOOR SIGN 3,53,66.25
1575,FRENCH BLUE METAL DOOR SIGN 4,50,62.5
1576,FRENCH BLUE METAL DOOR SIGN 5,56,70.0
1577,FRENCH BLUE METAL DOOR SIGN 6,26,32.5
1578,FRENCH BLUE METAL DOOR SIGN 7,40,50.0
1579,FRENCH BLUE METAL DOOR SIGN 8,25,31.25
1580,FRENCH BLUE METAL DOOR SIGN 9,30,37.5
1581,FRENCH BLUE METAL DOOR SIGN No,52,65.0
1582,"FRENCH BLUE METAL DOOR SIGN, 0",460,575.0
1583,"FRENCH BLUE METAL DOOR SIGN, 1",560,700.0
1584,"FRENCH BLUE METAL DOOR SIGN, 2",493,616.25
1585,"FRENCH BLUE METAL DOOR SIGN, 3",486,607.5
1586,"FRENCH BLUE METAL DOOR SIGN, 4",465,581.25
1587,"FRENCH BLUE METAL DOOR SIGN, 5",466,582.5
1588,"FRENCH BLUE METAL DOOR SIGN, 6",422,527.5
1589,"FRENCH BLUE METAL DOOR SIGN, 7",438,547.5
1590,"FRENCH BLUE METAL DOOR SIGN, 8",447,558.75
1591,"FRENCH BLUE METAL DOOR SIGN, 9",442,552.5
1592,"FRENCH BLUE METAL DOOR SIGN, No",337,421.25
1593,"FRENCH BOTTLE , LAVENDER",422,677.0999999999999
1594,"FRENCH BOTTLE, BRASSERIE DES ARTIST",282,446.09999999999997
1595,FRENCH CHATEAU LARGE FRUIT BOWL ,259,602.25
1596,FRENCH CHATEAU LARGE PLATTER ,121,385.95
1597,FRENCH CHATEAU OVAL PLATTER,198,518.1
1598,FRENCH CHATEAU SMALL FRUITBOWL,405,595.0500000000001
1599,FRENCH EMROIDR LAVENDER SCENT HEART,329,690.9000000000001
1600,FRENCH ENAMEL CANDLEHOLDER,305,581.87
1601,FRENCH ENAMEL POT W LID,298,868.3000000000001
1602,FRENCH ENAMEL SOAP DISH WITH LID,48,100.80000000000001
1603,FRENCH ENAMEL UTENSIL HOLDER,290,1049.1
1604,FRENCH ENAMEL WATER BASIN,247,887.85
1605,FRENCH FLORAL CUSHION COVER ,373,817.1499999999999
1606,FRENCH GARDEN SIGN BLUE METAL,536,651.76
1607,FRENCH KITCHEN SIGN BLUE METAL,973,1179.77
1608,FRENCH LATTICE CUSHION COVER ,73,114.55000000000001
1609,FRENCH LAUNDRY SIGN BLUE METAL,730,1185.3
1610,FRENCH LAVENDER SCENT HEART,7,14.700000000000001
1611,FRENCH PAISLEY CUSHION COVER,54,108.9
1612,FRENCH PAISLEY CUSHION COVER ,61,179.95000000000002
1613,FRENCH STYLE EMBOSSED HEART CABINET,26,570.6999999999999
1614,FRENCH STYLE WALL DRESSER,15,1740.0
1615,FRENCH STYLE WIRE DOOR CABINET ,1,29.95
1616,FRENCH TOILET SIGN BLUE METAL,1014,1231.02
1617,FRENCH WC SIGN BLUE METAL,2585,3012.37
1618,FRESHWATER PEARL BRACELET GOLD,24,61.199999999999996
1619,FRESHWATER PEARL BRACELET IVORY,35,89.25
1620,FRESHWATER PEARL BRACELET PINK,15,38.25
1621,FRIDGE MAGNETS LA VIE EN ROSE,264,208.79999999999998
1622,FRIDGE MAGNETS LES ENFANTS ASSORTED,300,239.39999999999998
1623,FRIDGE MAGNETS US DINER ASSORTED,522,396.9
1624,FROG CANDLE,867,643.37
1625,FROG KING WATERING CAN,178,441.1
1626,FROG SOCK PUPPET,157,451.15000000000003
1627,FROSTED BOX 9 WHITE T-LIGHT CANDLES,3700,1470.84
1628,FROSTED GLASS WITH SILVER SURROUND,9,14.85
1629,FROSTED WHITE BASE ,213,114.89999999999999
1630,FRUIT SALAD BAG CHARM,28,47.32
1631,FRUIT TREE AND BIRDS WALL PLAQUE,237,588.15
1632,FRYING PAN BLUE POLKADOT,34,144.5
1633,FRYING PAN BLUE POLKADOT ,267,1062.75
1634,FRYING PAN BLUE RETROSPOT,3,12.75
1635,FRYING PAN PINK POLKADOT,242,965.5
1636,FRYING PAN PINK POLKADOT ,600,2483.0
1637,FRYING PAN PINK RETROSPOT,6,25.5
1638,FRYING PAN RED POLKADOT ,1153,4447.21
1639,FRYING PAN RED RETROSPOT,154,618.5
1640,FRYING PAN UNION FLAG,1720,6792.0
1641,FULL ENGLISH BREAKFAST PLATE,1556,5562.84
1642,FUNKY DIVA PEN,2017,1701.9699999999998
1643,FUNKY FLOWER COFFEE POT,2,7.5
1644,FUNKY FLOWER PICNIC BAG FOR 4,5,84.75
1645,FUNKY GIRL ADDRESS BOOK,271,128.21
1646,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,366,237.9
1647,FUNKY GIRLZ MAGNETIC TO DO LIST ,8,5.2
1648,FUNKY MONKEY CUSHION COVER,131,111.35
1649,FUNKY MONKEY GIFT BAG MEDIUM,1273,297.06
1650,FUNKY MONKEY GIFT BAG SMALL,1274,121.85999999999999
1651,FUNKY MONKEY MUG,710,697.9
1652,FUNKY WASHING UP GLOVES ASSORTED,1861,3873.6600000000003
1653,FUSCHIA FLOWER PURSE WITH BEADS,50,74.5
1654,FUSCHIA RETRO BAR STOOL,30,1134.5
1655,FUSCHIA TABLE RUN FLOWER ,2,7.5
1656,FUSCHIA VOILE POINTY SHOE DEC,7,13.649999999999999
1657,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,77,497.15
1658,GAOLERS KEYS DECORATIVE GARDEN ,1778,5698.46
1659,GARDEN METAL SIGN ,2288,3467.9999999999995
1660,GARDEN PATH JOURNAL,711,1194.75
1661,GARDEN PATH NOTEBOOK ,3585,875.25
1662,GARDEN PATH POCKET BOOK,5420,1215.8
1663,GARDEN PATH SKETCHBOOK,368,946.4
1664,GARDENERS KNEELING PAD,5369,6337.33
1665,GARDENIA 1 WICK MORRIS BOXED CANDLE,413,1691.8899999999999
1666,GARDENIA 3 WICK MORRIS BOXED CANDLE,363,1477.63
1667,"GARLAND , WOODEN  "" HAPPY EASTER""",103,128.75
1668,GARLAND WITH HEARTS AND BELLS,411,2034.4500000000003
1669,GARLAND WITH STARS AND BELLS,255,1262.25
1670,GARLAND WOODEN HAPPY EASTER,1945,2211.53
1671,"GARLAND, MAGIC GARDEN 1.8M",611,1148.25
1672,GEISHA GIRL CHOPSTICKS SET/5,117,228.15
1673,GENTLEMAN SHIRT REPAIR KIT ,981,796.41
1674,GERANIUM FOLKART HEART DECORATION,49,61.25
1675,GERANIUM SQUARE HANDY TIN,41,51.25
1676,GIANT BLACK SUNGLASSES,84,163.79999999999998
1677,GIANT MEDINA STAMPED METAL BOWL ,228,2164.2
1678,GIANT PINK HEART MEMO HOLDER,112,442.40000000000003
1679,GIANT SEVENTEEN DRAWER SIDEBOARD,8,1240.0
1680,GIFT BAG BIRTHDAY,423,274.95000000000005
1681,GIFT BAG PSYCHEDELIC APPLES,514,334.1
1682,GIN & TONIC DIET GREETING CARD ,3908,1593.12
1683,GIN + TONIC DIET METAL SIGN,8439,16384.4
1684,GIN AND TONIC MUG,3405,3954.15
1685,GINGERBREAD MAN COOKIE CUTTER,1016,1215.28
1686,GINGHAM BABUSHKA DOORSTOP,69,252.99
1687,GINGHAM HEART  DOORSTOP RED,1256,4889.88
1688,GINGHAM HEART DECORATION,299,872.45
1689,GINGHAM HEART WREATH,226,650.7
1690,GINGHAM OVEN GLOVE RED HEART ,224,840.0
1691,GINGHAM ROSE WRAP,1740,698.8
1692,GIRLS ALPHABET IRON ON PATCHES ,22177,4311.57
1693,GIRLS VINTAGE TIN SEASIDE BUCKET,2098,4855.62
1694,GIRLY PINK TOOL SET,281,1306.95
1695,GLAMOROUS  MUG,3792,3658.52
1696,GLASS  BEURRE DISH,1264,4834.88
1697,GLASS AND BEADS BRACELET IVORY,7,26.25
1698,GLASS AND PAINTED BEADS BRACELET OL,4,15.0
1699,GLASS AND PAINTED BEADS BRACELET TO,12,45.0
1700,GLASS BEAD HOOP EARRINGS AMETHYST,8,23.6
1701,GLASS BEAD HOOP EARRINGS BLACK,2,5.9
1702,GLASS BEAD HOOP EARRINGS GREEN,4,11.8
1703,GLASS BEAD HOOP EARRINGS MONTANA,7,20.650000000000002
1704,GLASS BEAD HOOP NECKLACE AMETHYST,7,59.5
1705,GLASS BEAD HOOP NECKLACE BLACK,6,51.0
1706,GLASS BEAD HOOP NECKLACE GREEN,4,34.0
1707,GLASS BEAD HOOP NECKLACE MONTANA,5,42.5
1708,GLASS BELL JAR LARGE,2,17.0
1709,GLASS BELL JAR SMALL,4,15.8
1710,GLASS BONBON JAR PARFUME AUX FLEURE,575,693.48
1711,GLASS BONBON JAR. D'AMANDES,101,126.25
1712,GLASS BONBON JAR. SUPERFINES,90,112.5
1713,GLASS CAKE COVER AND PLATE,327,5242.65
1714,GLASS CAKE STAND,111,1606.6499999999999
1715,GLASS CAKE STAND MIRRORED BASE,69,987.55
1716,GLASS CHALICE BLUE  LARGE ,108,245.25
1717,GLASS CHALICE BLUE SMALL ,258,411.29999999999995
1718,GLASS CHALICE GREEN  LARGE ,172,417.0
1719,GLASS CHALICE GREEN  SMALL ,327,510.74999999999994
1720,GLASS CHICKEN BUTTER DISH,291,451.34999999999997
1721,GLASS CLOCHE LARGE,114,928.2
1722,GLASS CLOCHE SMALL,203,761.53
1723,GLASS ETCHED T-LIGHT HOLDER LARGE,1208,2407.8
1724,GLASS ETCHED T-LIGHT HOLDER MEDIUM,874,1639.5
1725,GLASS HEART T-LIGHT HOLDER ,3128,2333.93
1726,GLASS HONEYPOT WASP CATCHER,2863,5100.45
1727,GLASS JAR DAISY FRESH COTTON WOOL,1002,2747.1
1728,GLASS JAR DIGESTIVE BISCUITS,1383,4153.13
1729,GLASS JAR ENGLISH CONFECTIONERY,1421,3860.75
1730,GLASS JAR KINGS CHOICE,1038,3195.38
1731,GLASS JAR MARMALADE ,282,810.3000000000001
1732,GLASS JAR PEACOCK BATH SALTS,330,968.7
1733,"GLASS JAR, ENGLISH CONFECTIONERY",2,5.9
1734,"GLASS JAR, KINGS CHOICE SOAP",42,123.9
1735,GLASS SPHERE CANDLE STAND LARGE ,299,562.45
1736,GLASS SPHERE CANDLE STAND MEDIUM,235,675.95
1737,GLASS STAR FROSTED T-LIGHT HOLDER,711,3357.05
1738,GLASS WINE GLASS DECORATIONS,30,37.5
1739,GLITTER BUTTERFLY CLIPS,3263,7597.05
1740,GLITTER CHRISTMAS HEART ,1643,1377.83
1741,GLITTER CHRISTMAS STAR ,1405,1194.25
1742,GLITTER CHRISTMAS TREE,848,720.8
1743,GLITTER CHRISTMAS TREE WITH BELLS,374,729.3
1744,GLITTER HANGING BUTTERFLY STRING,3463,6878.7
1745,GLITTER HEART GARLAND WITH BELLS ,487,1787.37
1746,GLITTER SNOW PEAR TREE DECORATION,1785,1265.73
1747,GLITTER STAR GARLAND WITH BELLS ,443,1639.65
1748,GLOW IN DARK DOLPHINS,386,78.53999999999999
1749,GOLD  CHERRY LIGHTS,300,1817.0
1750,GOLD 2 STRAND NECKLACE-LEAF CHARMS,3,22.5
1751,GOLD APERITIF GLASS,85,175.04000000000002
1752,GOLD CHRISTMAS STOCKING DECORATION,1,1.95
1753,GOLD COSMETIC BAG PINK STAR,45,94.5
1754,GOLD COSMETICS BAG WITH BUTTERFLY,19,39.900000000000006
1755,GOLD DIAMANTE STAR BROOCH,4,19.8
1756,GOLD EAR MUFF HEADPHONES,52,243.0
1757,GOLD FABRIC MIRROR,321,172.53
1758,GOLD FISHING GNOME,51,194.45000000000002
1759,GOLD FLOWER CUSHION COVER ,16,108.0
1760,GOLD JEWELERY BOX,20,92.00000000000001
1761,GOLD M PEARL  ORBIT NECKLACE,10,99.5
1762,GOLD M.O.P ORBIT BRACELET,9,44.550000000000004
1763,GOLD M.O.P ORBIT DROP EARRINGS,8,34.0
1764,GOLD MINI TAPE MEASURE ,646,450.1
1765,GOLD MUG BONE CHINA TREE OF LIFE,484,911.0
1766,GOLD PHOTO FRAME,231,335.1
1767,GOLD PRINT PAPER BAG,414,84.18
1768,GOLD SCROLL GLASS T-LIGHT HOLDER,110,231.00000000000003
1769,GOLD STANDING GNOME,160,620.0
1770,GOLD TEDDY BEAR,67,191.25
1771,GOLD WASHBAG,1781,380.99
1772,GOLD WINE GLASS,360,1229.04
1773,GOLD WINE GOBLET,92,405.40000000000003
1774,GOLD/AMBER DROP EARRINGS W LEAF,28,82.60000000000001
1775,GOLD/M.O.P PENDANT ORBIT NECKLACE,13,110.5
1776,GOLDIE LOOKING MIRROR,10,49.5
1777,GOTHIC CARRIAGE LANTERN,8,47.6
1778,GRAND CHOCOLATECANDLE,13926,18723.899999999998
1779,GRASS HOPPER WOODEN WALL CLOCK ,87,277.65000000000003
1780,GREEN  DIAMANTE PEN IN GIFT BOX,243,403.65000000000003
1781,GREEN  SPOTTY PLATE ,1293,2093.0099999999998
1782,GREEN 3 PIECE MINI DOTS CUTLERY SET,1887,6766.29
1783,GREEN 3 PIECE POLKADOT CUTLERY SET,760,2746.32
1784,GREEN 3 TIER GLASS PLATE STAND,74,509.9
1785,GREEN BIRDHOUSE DECORATION,498,333.06
1786,GREEN BITTY LIGHT CHAIN,24,111.60000000000001
1787,GREEN BLUE FLOWER PIGGY BANK,241,472.65
1788,GREEN CAT FLORAL CUSHION COVER ,278,382.5
1789,GREEN CHENILLE SHAGGY C/COVER,1,1.95
1790,GREEN CHENILLE SHAGGY RUG,43,126.85
1791,GREEN CHERRY LIGHTS,524,3100.2000000000003
1792,GREEN CHRISTMAS TREE CARD HOLDER,839,3445.75
1793,GREEN CHRISTMAS TREE STRING 20LIGHT,421,1941.15
1794,GREEN CRYSTAL DROP EARRINGS,6,17.700000000000003
1795,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,340,426.44
1796,GREEN DROP EARRINGS W BEAD CLUSTER,2,6.7
1797,GREEN EASTER EGG HUNT START POST,70,136.5
1798,GREEN ENAMEL FLOWER HAIR TIE,2,5.9
1799,GREEN ENAMEL FLOWER RING,37,109.15000000000002
1800,GREEN ENAMEL+GLASS HAIR COMB,144,264.6
1801,GREEN FERN JOURNAL ,575,1047.75
1802,GREEN FERN NOTEBOOK,3376,770.4
1803,GREEN FERN POCKET BOOK,5622,768.3
1804,GREEN FERN SKETCHBOOK ,321,811.75
1805,GREEN FLORAL FELTCRAFT SHOULDER BAG,37,138.75
1806,GREEN GEISHA GIRL ,39,146.25
1807,GREEN GIANT GARDEN THERMOMETER,55,327.25
1808,GREEN GINGHAM FLOWER JEWELLERY BOX,1417,2290.0499999999997
1809,GREEN GLASS TASSLE BAG CHARM,33,97.35000000000001
1810,GREEN GOOSE FEATHER CHRISTMAS TREE ,78,314.1
1811,GREEN GOOSE FEATHER TREE 60CM,125,267.75
1812,GREEN HEART COMPACT MIRROR,126,172.5
1813,GREEN HEART OF GLASS BRACELET,11,65.45
1814,GREEN JUICY FRUIT PHOTO FRAME,335,821.85
1815,GREEN KASHMIRI BOXED MIRROR,23,276.0
1816,GREEN KASHMIRI OCCASIONAL TABLE,9,419.85
1817,GREEN LEAVES AND BEADS PHONE CHARM,14,17.5
1818,GREEN METAL SWINGING BUNNY,603,509.42999999999995
1819,GREEN MINI TAPE MEASURE ,1585,1270.55
1820,GREEN MURANO TWIST BRACELET,30,127.5
1821,GREEN MURANO TWIST NECKLACE,7,69.64999999999999
1822,GREEN PAIR HEART HAIR SLIDES,4,15.0
1823,GREEN PENDANT TRIPLE SHELL NECKLACE,3,14.850000000000001
1824,GREEN PEONY CUSHION COVER,236,315.4
1825,GREEN PEONY DES C/COVER,10,46.5
1826,GREEN PICNIC BARBECUE BUCKET,78,531.3
1827,GREEN POLKADOT BOWL,261,326.25
1828,GREEN POLKADOT CUP,111,94.35
1829,GREEN POLKADOT PLATE ,149,251.81
1830,GREEN POP ART MAO CUSHION COVER ,280,53.2
1831,GREEN REGENCY TEACUP AND SAUCER,2315,6385.25
1832,GREEN ROSE CUSHION COVER,246,502.2
1833,GREEN ROSE QUILT ,10,453.5
1834,GREEN ROSE WASHBAG,729,1683.75
1835,GREEN ROUND COMPACT MIRROR,101,138.75
1836,GREEN SPOTTY BOWL,1509,1831.53
1837,GREEN SPOTTY CUP,2032,1664.8
1838,GREEN SQUARE COMPACT MIRROR,246,322.5
1839,GREEN STONE/CRYSTAL EARRINGS,2,5.9
1840,GREEN SWEETHEART BRACELET,97,412.25
1841,GREEN VINTAGE EARRINGS ,24,90.0
1842,GREEN WIRE GOBLET CANDLEHOLDER,8,63.6
1843,GREEN WIRE STANDING CANDLE HOLDER,23,86.25
1844,GREEN WITH METAL BAG CHARM,26,128.7
1845,GREEN/BLUE CERAMIC CANDLE HOLDER,9,14.85
1846,GREEN/BLUE FLOWER DESIGN BIG MUG,4,7.8
1847,"GREETING CARD, BLACKPOOL ROCK",12,2.2800000000000002
1848,"GREETING CARD, OVERCROWDED POOL.",181,34.39
1849,"GREETING CARD, RITA",312,59.28000000000001
1850,"GREETING CARD, STICKY GORDON",74,14.060000000000002
1851,"GREETING CARD, THE BLACK CAT",60,25.2
1852,"GREETING CARD, TWO SISTERS.",108,20.520000000000003
1853,"GREETING CARD,SQUARE, DOUGHNUTS",78,32.76
1854,GREY ACRYLIC FACETED BANGLE,53,146.75
1855,GREY FLORAL FELTCRAFT SHOULDER BAG,853,3133.59
1856,GREY HEART HOT WATER BOTTLE,2753,9841.47
1857,GROOVY CACTUS INFLATABLE,12,10.2
1858,GROW A FLYTRAP OR SUNFLOWER IN TIN,1326,1602.78
1859,GROW YOUR OWN BASIL IN ENAMEL MUG,1599,3309.9
1860,GROW YOUR OWN FLOWERS SET OF 3,577,3563.31
1861,GROW YOUR OWN HERBS SET OF 3,513,3872.19
1862,GROW YOUR OWN PLANT IN A CAN ,8440,10326.56
1863,GUMBALL COAT RACK,4164,9471.18
1864,"GUMBALL COATHOOK., BLACK & WHITE ",20,25.0
1865,GUMBALL MAGAZINE RACK,255,1869.75
1866,GUMBALL MONOCHROME COAT RACK,770,878.1400000000001
1867,HAIRCLIPS FORTIES FABRIC ASSORTED,1659,1078.3500000000001
1868,HALL CABINET WITH 3 DRAWERS,116,3913.6899999999996
1869,HAND OPEN SHAPE BLACK,16,55.84
1870,HAND OPEN SHAPE DECO.WHITE,748,2156.2000000000003
1871,HAND OPEN SHAPE GOLD,488,1375.72
1872,HAND OPEN SHAPE PINK,2,6.98
1873,HAND OVER THE CHOCOLATE   SIGN ,8240,15598.94
1874,HAND TOWEL PALE BLUE W FLOWERS,21,124.95
1875,HAND TOWEL PINK FLOWER AND DAISY,11,65.45
1876,HAND WARMER BABUSHKA DESIGN,2472,5047.200000000001
1877,HAND WARMER BIRD DESIGN,6457,12989.7
1878,HAND WARMER OWL DESIGN,6508,13195.800000000001
1879,HAND WARMER RED POLKA DOT,2592,4876.2
1880,HAND WARMER RED RETROSPOT,4039,8241.900000000001
1881,HAND WARMER SCOTTY DOG DESIGN,6436,13002.600000000002
1882,HAND WARMER UNION JACK,4594,9257.400000000001
1883,HANGING BAUBLE T-LIGHT HOLDER LARGE,216,618.0
1884,HANGING BAUBLE T-LIGHT HOLDER SMALL,395,888.45
1885,HANGING BUTTERFLY  EGG,1112,904.64
1886,HANGING CHICK  YELLOW DECORATION,8,11.6
1887,HANGING CHICK CREAM DECORATION,3,4.35
1888,HANGING CHICK GREEN DECORATION,1,1.45
1889,HANGING FAIRY CAKE DECORATION,1284,2302.8
1890,"HANGING FLOWERS+MIRROR,BLUE",527,200.26000000000002
1891,"HANGING FLOWERS+MIRROR,CLEAR",235,117.05
1892,"HANGING FLOWERS+MIRROR,PINK",324,136.44
1893,HANGING GLASS ETCHED TEALIGHT,1243,1978.9499999999998
1894,HANGING HEART BASKET,134,242.04000000000002
1895,HANGING HEART JAR T-LIGHT HOLDER,8236,9646.34
1896,HANGING HEART MIRROR DECORATION ,744,483.6
1897,HANGING HEART ZINC T-LIGHT HOLDER,17297,13282.429999999998
1898,HANGING JAM JAR T-LIGHT HOLDER,19303,15075.31
1899,HANGING MEDINA LANTERN LARGE,708,2218.25
1900,HANGING MEDINA LANTERN SMALL,885,2254.35
1901,HANGING METAL BIRD BATH,347,2685.45
1902,HANGING METAL HEART LANTERN,4341,6958.649999999999
1903,HANGING METAL STAR LANTERN,2518,4077.8999999999996
1904,HANGING PHOTO CLIP ROPE LADDER,963,1492.9499999999998
1905,HANGING RIDGE GLASS T-LIGHT HOLDER,1272,1974.0
1906,HANGING SPRING FLOWER EGG LARGE,814,654.4599999999999
1907,HANGING SPRING FLOWER EGG SMALL,517,336.05
1908,HANGING SPRING FLOWER HEART SMALL,3,1.9500000000000002
1909,HANGING WOOD AND FELT BUTTERFLY ,521,217.38
1910,HANGING WOOD AND FELT FLOWER,280,116.16
1911,HANGING WOOD AND FELT HEART,453,188.82
1912,HAPPY ANNIVERSARY CANDLE LETTERS,175,69.17999999999999
1913,HAPPY BIRTHDAY CARD STRIPEY TEDDY,15,2.85
1914,HAPPY BIRTHDAY CARD TEDDY/CAKE,5,0.95
1915,HAPPY BIRTHDAY GINGER CAT CARD,2,0.38
1916,HAPPY EASTER HANGING DECORATION,427,1566.69
1917,HAPPY STENCIL CRAFT,3141,3588.05
1918,HAWAIIAN GRASS SKIRT ,345,558.36
1919,HEADS AND TAILS SPORTING FUN,1497,1843.89
1920,HEART BUTTONS JEWELLERY BOX,34,260.1
1921,HEART CALCULATOR,1137,1399.4
1922,HEART DECORATION PAINTED ZINC ,6072,3685.2000000000003
1923,HEART DECORATION RUSTIC HANGING ,1274,750.6600000000001
1924,HEART DECORATION WITH PEARLS ,4007,3368.5099999999998
1925,HEART EAR MUFF HEADPHONES,131,663.75
1926,HEART FILIGREE DOVE  SMALL,11259,13563.03
1927,HEART FILIGREE DOVE LARGE,5745,9296.849999999999
1928,HEART GARLAND RUSTIC PADDED,831,2393.85
1929,HEART IVORY TRELLIS LARGE,6611,10641.749999999998
1930,HEART IVORY TRELLIS SMALL,9319,11425.31
1931,HEART MEASURING SPOONS LARGE,84,138.59999999999997
1932,HEART MEASURING SPOONS SMALL,12,10.2
1933,HEART OF WICKER LARGE,8275,23636.730000000003
1934,HEART OF WICKER SMALL,10407,16792.309999999998
1935,HEART SHAPE BUTTON FRAME ,100,150.0
1936,HEART SHAPE WIRELESS DOORBELL,389,777.5400000000001
1937,HEART SHAPED MIRROR,1943,3074.87
1938,HEART STRING MEMO HOLDER HANGING,345,1017.7500000000001
1939,HEART T-LIGHT HOLDER,1963,992.1500000000001
1940,HEART T-LIGHT HOLDER ,584,844.4
1941,HEART WOODEN CHRISTMAS DECORATION,2828,2353.8799999999997
1942,HEARTS  STICKERS,1250,1059.3799999999999
1943,HEARTS GIFT TAPE,349,225.65
1944,HEARTS PENCIL/RUBBER+5 MINI PENCILS,169,70.98
1945,HEARTS WRAPPING TAPE ,627,226.11
1946,HEAVENS SCENT FRAGRANCE OILS ASSTD,1139,278.46999999999997
1947,HELLO SAILOR BATHROOM SET,1482,626.3000000000001
1948,HELLO SAILOR BLUE SOAP HOLDER,289,462.49
1949,HEN & 2 CHICKS IN BASKET,65,55.24999999999999
1950,HEN HOUSE DECORATION,1482,2247.8999999999996
1951,HEN HOUSE W CHICK IN NEST,111,46.620000000000005
1952,HEN HOUSE W CHICK STANDING,38,15.96
1953,HEN HOUSE W FAMILY IN BARN & NEST,26,22.099999999999998
1954,HEN PARTY BANNER TAPE,12,15.0
1955,HEN PARTY CORDON BARRIER TAPE,28,35.0
1956,HERB MARKER BASIL,82,53.300000000000004
1957,HERB MARKER CHIVES ,68,44.2
1958,HERB MARKER MINT,68,44.2
1959,HERB MARKER PARSLEY,84,54.6
1960,HERB MARKER ROSEMARY,83,53.95
1961,HERB MARKER THYME,80,52.0
1962,HEXAGONAL CRYSTAL PERFUME BOTTLE,1,1.95
1963,HI TEC ALPINE HAND WARMER,383,518.43
1964,HILDA CANDY SPOT RABBIT,123,461.25
1965,HIPPY CHIC DECORATIVE PARASOL,51,650.25
1966,HOLIDAY FUN LUDO,841,3140.79
